Chain,Link,Via,Datetime,Summary,Full Content,Rating
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2020-05-31 14:53:00,"Thức uống ngon, không gian sáng sủa thoải mái","Mình rất thích đến Phúc Long, phần vì hương vị đồ uống ở đây và không gian vừa đủ thoải mái, vừa đủ tập trung để học bài hay thư giãn.

Mình thường đi Phúc Long chi nhánh này vì gần chỗ mình ở hơn. Phúc Long chi nhánh này có khá nhiều bàn ghế ngoài trời, tạo không gian thoáng.

Cá nhân mình cảm thấy đồ uống ở chi nhánh Phúc Long này pha đậm đà hơn một số chi nhánh khác. Thật sự mà nói thì mình thích vị ở đây nhất.

Nhân viên ở đây rất dễ thương, nhiệt tình, chu đáo.",9.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2020-01-20 00:42:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"Hôm nay đi Phúc Long gần nhà, giờ cao điểm nên khá đông, khách ngồi gần kín, nhưng so với lúc mới khai trương thì nhân viên đã nhanh nhẹn và nhiệt tình hơn nhiều rồi, chờ hơi lâu nhưng cũng chấp nhận được, mình uống Lucky Tea, phải mất 1 lúc nhai và ngẫm nghĩ mình mới biết trái trong ly là trái nhãn, thực sự khó phân biệt vì màu trắng, cơm giòn và vị của nó cũng giống vải nữa, giống trái nhãn bị đóng vô hộp vải á, bạn nào thích uóng nhạt thì có thể gọi ít đường, nhưng vị thảo mộc sẽ đậm hơn nên hơi khó uống, nên cứ gọi đường đầy đủ đi sẽ dễ uống hơn. Có điều hơi khó hiểu là bữa nay quán không cho thanh toán bằng Momo không hiểu vì sao",8.2
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2020-01-03 23:33:00,Buổi trưa cuối từn quán đông hãi.,"- Quán gần Học Viện Tư Pháp đi ngang qua hoai, mấy lần tính trưa nào nghỉ trưa ghé mà chưa có dịp. 
- Bữa nay có dịp ghé quán, vào trưa CN, tầm 11h30, quán đông hãi. Chật kín, ngồi chen nhau cái bàn. May mà cũng tìm được 1 góc rieng.

- Nhân viên oder nhanh nhẹn. Chờ lấy nước hơi lâu tẹo. Thức uống cũng bình thường thôi chứ không có gì đặc sắc mà mắc thiệt chớ.

- Quán có chỗ để xe nhiều, có bảo vệ trông, dắt xe.",7.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-11-29 20:30:00,Phúc Long Coffee & Tea,"Hôm nay khuyến mãi 50% ly thứ 2 (mình thường uống lại nên cũng ko biết mua về như thế nào), nay mình mua mang về và không lấy đá. Haizz, ly trà vải thì nước được 1/2 ly, còn chấp nhận được, ly trà sữa Phúc Long thì còn chưa được 1/2 ly, về bỏ đầy đá vào ly thì nước vẫn không được đầy ly nói chi. Haizzz, nước thì ngon nhưng nhìn chán quá. Lần sau cứ mua như bình thường để nhìn đỡ chán con mắt.",6.6
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-11-12 14:50:00,Nhận không đúng món... không bao giờ đặt lại,"Quán làm sai order nhiều lần..Vị trà quá đậm, uống muốn xỉu.Mong quán cải thiện hơn",2.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-11-02 00:04:00,Không có ý định quay lại,"1. Vị trí: quán nằm ngay mặt đường Kha Vạn Cân, biển hiệu to đùng đoàng để cho một đứa ngáo ngơ như mình lần đầu cũng không thể đi lạc được. Cơ mà tầm giờ cao điểm thì giao thông trên đường khá khó khăn vì dòng người đông đúc tủa ra từ nhiều ngõ ngách, thiệt là khó khăn mới tới được quán. 

2. Giá cả: mua một ly nước hay cái bánh không chỉ mua sản phẩm mà còn mua cả thương hiệu :). Giá ở đây giao động từ 45-65k í. Suy đi tính lại thì chưa phù hợp với tụi sinh viên như mình.

3. Chất lượng: mình gọi một ly trà đào đá xay. Ly nước sẽ có phần kem ở trên, giữa là trà đào xay và dưới đáy có mấy miếng đào khá to. Thoạt đầu uống sẽ có vị chua nhiều, cần đợi đá tan ra thì uống sẽ ngon hơn. Phần kem ở trên ăn hơi béo, không ngấy như ở những quán khác. Theo cảm nhận của mình thì món này không quá đặc trưng.
Bên cạnh đó thì mình có uống ké sinh tố dâu chuối nữa nè, sinh tố có mùi thơm của dâu và chuối, dâu có vẻ nhiều nên mình cảm nhận được vị của dâu nhiều hơn. Xay siêu kĩ, uống rất mịn. Nhưng cũng giống như trà đào xay, cần đá tan cho bớt ngọt. 

4. Dịch vụ:
Khi bước vào quán, sẽ có bạn nhân viên ra mở cửa và chào mình. Bạn order khá kiên nhẫn khi mình đứng một hồi lâu mà không biết chọn món nào. Các bạn phục vụ dừng ở việc lịch sự và lễ phép vừa đủ. Không quá thân thiện và niềm nở với khách.

Một điểm trừ to đùng đùng mà mình không có ý định quay lại ở đây đó là chỗ gửi xe. Vì lượng khách đông nên phải gửi xe ở một chỗ khách, cách quán tầm 200m. Bên cạnh chỗ gửi xe là một căn nhà đang xây, đường đi tối và lầy lụa. Chưa kể vừa đi vừa sợ có gì rớt trúng đầu. Điểm đặc biệt ở đây là lúc bạn mình lấy xe, bạn mình có nhờ nói là xe để ở trong không lấy ra được. Bác bảo vệ ở đó có nghe thấy, nhưng mình không thấy bác có ý định giúp. Sau đó mình có mở lời nhờ bác giúp và chỉ nhận được câu trả lời là xe để đâu thì tự dắt ra thôi. 
Mình không thể chấp nhận được thái độ phục vụ này luôn. Không phải tự tin rằng bản thân đã đi nhiều quán tới mức có thể đánh giá này nọ nhưng một thương hiệu nổi tiếng thì nên đi kèm với dịch vụ tốt chứ không phải để khách phải tự dắt xe như vầy. Mình đã đi nhiều quán bình dân và vẫn được dắt xe cho bình thường. Thái độ của bác bảo vệ làm mình không có ý định tới quán nữa. 

5. Không gian:
Quán có không gian rộng rãi bao gồm của máy lạnh và ngoài trời. Ổ điện và đèn sáng đầy đủ để phục vụ cho cả làm việc và trò chuyện. Nhưng không biết có phải do hôm nay được khuyến mãi hay không mà quán đông xỉu, khó có thể tìm được một chỗ có vẻ biệt lập để ngồi nói chuyện với bạn. 
Gần như bàn nào cũng có người, khoảng cách của các bàn thì gần, làm mình tới quán không thoải mái lắm.

Tóm lại, vì không thích cách phục vụ nên mình không có ý định quay lại!",1.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-11-01 15:53:00,Không ghé lại lần sau,"Hôm nay mình ghé quán có nhiều deal : momo hoàn tiền, mã now, grab, goviet... Mình hoàn toàn thông cảm về việc này, lúc gọi nước mình cũng chọn mấy món như trà sữa trà trái cây, mình cũng làm F&B nên mình nghĩ những món này làm nhanh. Bill của mình lúc 14:59 nhưng đến 15:35 số của mình vẫn chưa rung để lấy nước. Trong khi bạn mình order sau gần 10’ mà đã lấy nước rồi. Mình hơi bực nên kêu bạn mình ra quầy luôn. Ở quầy rất nhiều nước nhưng bạn nhân viên lại rối không biết nước nào bill nào. Bạn nv hỏi bạn mình máy đã rung chưa, bạn mình bảo chưa nhưng đã đợi 30’ rồi. Bạn nv lại nói “Máy chị chưa rung”, ủa vậy là phải rung mới có nước ? Bạn đó đang rối còn mình đang khát, mình phải chờ rung mới có nước uống ? Sau đó thì bạn nv phía sau bạn đó nói là bill 13 của mình đã có sao k bấm :) Trời nóng, mình đi 5 người ngồi chỗ khá tạm bợ nhưng với mình không có vấn đề. Việc mình phải đợi 35’ cho ly trà thì thực sự có vấn đề. Mong các bạn chú ý hơn trong việc này, còn riêng mình chắc sẽ không quay lại chi nhánh này nữa.",5.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-10-29 12:47:00,Đậm vị trà,"Bạn mình thấy mình thích trà Phúc Long, nên đặt cho mình uống, mà sai loại trà mất tiêu, mình vẫn thích Tà tưa ô long hơn, loại này mình nghĩ sẽ hợp khẩu vị của các bạn thích vị đắng vì nó đậm vị trà hơn. Dù sao vẫn ngon lắm 🥰👏🏻",9.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2019-10-09 17:14:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"• Nằm trên mặt tiền đường Kha Vạn Cân, rất dễ tìm.

• Hôm nay thử đi buổi sáng thì khá vắng vẻ, tầm trưa mới bắt đầu đông. Thức uống của PL khá kén vị, riêng mình thì thấy trà ở đây rất ngon, điển hình là Trà Nhãn Lài và Hồng Trà Sữa.

• Không gian PL chi nhánh Kha Vạn Cân khá rộng rãi, chưa bao giờ bị thiếu chỗ ngồi. Tuy nhiên thỉnh thoảng rất nóng vì số lượng người ra vào quá tải.

• Nhân viên và bảo vệ thân thiện, lịch sự, chu đáo.

• Sẽ quay lại.",7.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2019-10-06 13:18:00,Thất vọng,"Nước uống nhạt nhẽo, không đậm vị trà hay sữa. Đang thèm trà sữa Phúc Long mà ghé uống cái thất vọng toàn tập :((",4.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-10-03 11:50:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"Thật sự quá nản. Hôm trước oder trà vải thì chỉ có nước trà + đá, không hề có trái vải, đường...
Hôm nay mình ghi chú nhắc nhở thì có để trái vải đầy đủ 
Nhưng KHÔNG hề cho mình ống hút, muỗng.
Khách hàng quen thuộc, ngày nào mình cũng oder bên Phúc Long mà làm việc kiểu này thì chán quá!",3.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Web,2019-09-30 15:50:00,Vị trà không được ngon như những quán FL khác.,"Không hiểu Phúc Long ở đây pha chế như thế nào nhưng chất lượng không được như những cửa hàng khác. Mình uống các quán trên quận 1 pha chế rất thơm mùi trà, đậm đà, mình uống HTS hay TS PL đều rất ngon nhưng riêng quán này thì lợ lợ, uống vào bị giật cả ngày kiểu như bị thuốc vậy đó. Trà đào thì có lúc đào ko bở, có lúc bở ơi là bở(chắc đào cũ). Hi vọng cửa hàng sớm kiểm tra lại vị của 2 loại trà trên, thật sự có vấn đề so với các quán khác. Cho 1đ về chỗ lần sau rút kinh nghiệm nhé. ",1.2
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-08-04 18:36:00,"Trà đào ngon, đào không bở","Khác với những lần trước, bạn gái nhận order cho mình rất dễ thương và niềm nở, trà đào thì vẫn ngon như mọi lần, lúc về mình có gom ly đi vứt thì có một bạn nhân viên đến và xin vứt hộ mình 😘.",8.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2019-08-01 23:36:00,Khá hài lòng,"Trà đào ngon, lúc nào đến mình củng gọi món này, bánh thì tạm ổn, nhân viên phục vụ niềm nở, đôi lúc có hơi thiếu chuyên nghiệp.",7.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2019-07-14 03:06:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"• Nằm trên đường Kha Vạn Cân, rất dễ tìm.

• Menu cũng giống như các chi nhánh khác. Giá dao động trên 45k. Hồng trà sữa là món ruột của mình mỗi khi đến Phúc Long. Vị thanh nhẹ của trà cùng với 1 chút xíu ngọt của sữa hoàn toàn giúp món này nên được đề cử thức uống ""Must try"". Thỉnh thoảng mình cũng có thử bánh ngọt, dù giá không quá cao nhưng vị bánh quá ngọt gắt. Mình nghĩ khi đến đây thì nên thử Bánh Mì (29k) vì topping được sắp xếp rất đẹp và đầy đủ (như hình).

• Không gian rất rộng và đẹp, cuối tuần thì hơi đông và ồn nên khuyến khích đi trong tuần để cảm thấy thoải mái nhất.

• Đọc review thấy mọi người chê PL chi nhánh này quá nên ban đầu cũng ngại đi. Tuy nhiên sau vài lần đến thì mình thấy PL ở đây rất tuyệt vời từ thức uống, không gian cho đến phục vụ. Nhân viên và bảo vệ ở đây rất thân thiện và lịch sự.

• Wifi tốt, máy lạnh mát rượi. Điểm trừ duy nhất là chỗ để xe dốc quá, mấy đứa yếu tay lại như mình sợ lắm.

• Chắc chắn sẽ quay lại.",7.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Web,2019-06-18 14:23:00,Chất lượng pha chế kém,"Mình order Trà sữa Phúc Long thì uống ngon như trong Phúc Long ở hồ Con Rùa, vị trà ngọt hơn và không đậm bằng. Mong cửa hàng xem xét. Mình mua vào cuối tháng 6/2019",4.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2019-06-03 20:42:00,Very good,Sinh Tố xoài cực kỳ ngon,10.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2019-06-03 20:38:00,"Ngon, Tuyệt Vời",Phuclong MilkTea very good,10.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,MobileWeb,2019-05-22 20:07:00,Nước uống dở,"Mình có order qua Now ở chi nhánh này .
Trà đen Hazelnut kem sữa và trà sữa đặc biệt.
Trà đen Hazelnut thì có mùi gừng , không cảm nhận được chút xíu vị Hazelnut nào luôn , nói chung vị kì và rất dở , không ngon như mấy chỗ khác.
Còn Trà sữa đặc biệt thì toàn là cà phê đắng nghét và có lớp kem ở trên .",2.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-04-18 01:55:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"Đậm vị trà lắm luôn ạ,,, ai không quen uống là sẽ say trà từ cái ngụm đầu tiên ấy. Nhưng mà ngon💕",8.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Web,2019-04-08 21:33:00,Thất vọng,"Mình nghe nói trà đào ở PL rất ngon, mình đã từng uống ở q7 thật sự ngon. Nhưng khi mình mua ở đây, mình thật sự thất vọng, trà đào rất nhạt, không có miếng đào nào. Hi vọng quán sẽ cải thiện hơn",4.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Web,2019-04-04 20:04:00,Nên chấn chỉnh thái độ của nhân viên giữ xe.,Lần đầu ghé qua chi nhánh này nhưng thấy thái độ nhân viên giữ xe chắc không muốn quay lại. Cấm đầu vào điện thoại gọi mãi mới thấy ngẩng lên nhìn. Nhân viên giữ xe nói chuyện với nhau thì chửi thề và nói tục.,5.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-03-03 12:26:00,Phúc Long Coffee & Tea- Kha Vạn Cân,"Vị trí dễ tìm, quán rộng rãi
Nước uống ngon, đậm vị, mình từng uống ở những chi nhánh khác rồi và thấy ở đây pha chế như vậy là ổn, có chi nhánh pha nhạt nhẽo lắm. Nước uống ổn nhưng khi vào foody xem thì thấy bị chấm điểm hơi thấp, đọc review thì ra là do nhân viên và giao hàng là nhiều, chứ mình rất hài lòng về chất lượng đồ uống.
Thức uống thì ngon nhưng bánh dở quá, không biết những loại khác như nào vì mình chưa thử, chứ cái bánh Layer red fruit cake 49k mà siêu dở, bánh khô như bánh cũ. Nhìn thì đẹp nhưng không ngon tẹo nào.",7.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-03-01 20:05:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"Thật sự mà nói mình là fan uống PL và thật may khi có chi nhánh ở gần nhà mình . Từ khi mở cho đến nay mình rất hài lòng vs nhân viên ở cn Thủ Đức nhưng hnay thật không thể không thất vọng vs cashier lm tối được , mình xếp hàng theo bên quầy mở mình đã đợi và nhưng cho hai người chen hàng vì nghĩ có trẻ nhỏ xong không thee chấp nhận hơn khi bạn cashier đó order khách đi sau mình và mình đã lên tiếng “ chị ơi em đến trước mà , đứng đợi nãy giờ” thế là bạn đó lại vẫn order khách sau mình :) . Thật đáng thất vọng khi cách phục vụ k chuyên nghiệp như vậy",4.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-02-27 19:05:00,Cực kì hài lòng,"Trà ngon vị rất đậm, uống mấy lần đều ngon chứ ko hề dở như mọi người review, trà sen vải cực kì đậm và thơm, chỉ có cái bánh red fruit j đó dở ko tả nổi, dở nhất mình từng ăn , còn nước vô cùng ổn luôn",8.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2019-02-19 22:21:00,Phúc Long Coffee & Tea - Kha Vạn Cân,Vị trí quán xa thành phố nhưng trong khu vực nhiều sinh viên học sinh nên lúc nào cũng đông nhé.,9.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2019-01-13 16:10:00,Trà sữa dở,"Mình từng uống trà sữa PL ở chi nhánh đinh tiên hoàng và so sánh chất lượng thì trà sữa PL ở đây quá tệ, uống chỉ thấy mùi sữa và không thơm mùi trà, bạn mình order trà đào thì có ly ngọt có ly lại bị đắng dù order cùng lúc",3.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2018-12-30 09:48:00,Không hài lòng,"Không vào wifi laptop được, cảm thấy sai lầm khi đến đây",5.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2018-12-25 21:39:00,"Phục vụ cực kì tệ, quản lý nên xem lại thái độ của nhân viên","Mình order 1 Trà Ô Long ít đường + 1 Hồng trà sữa. Bạn nhân viên bấm bill thành Trà Ô Long Sữa Đặc, rồi hỏi mình dùng size nào, mình thấy sai nên nhắc bạn ấy. Bạn ấy ko quan tâm và vẫn tiếp tục hỏi size. Mình lặp lại oder thì nhân viên trừng mắt lên nạt ""DÙNG SIZE NÀO?"". 
Anh bạn đi cùng mình mới lên tiếng hỏi tại sao oder ko giống trên màn hình thì mới được câu trả lời là Trà Ô Long hết rồi, chỉ còn vậy thôi. Ủa tại sao ngay từ đầu ko nói mà lại tự ý chọn cho khách, còn nạt nộ như vậy? Khách hàng mới là người tạo ra việc làm cho các bạn đấy. Mình bỏ tiền ra mua, mà ko được lựa chọn à? Chẳng lẽ nhân viên ở đây ko được training về kĩ năng bán hàng và cũng ko biết tôn trọng khách hàng?
Thức uống ngon, nhưng thái độ nhân viên quá tệ, nếu ko đào tạo lại thì mình nghĩ chỉ bán được ""một lần rồi thôi"". Cả một chuỗi hệ thống lớn mà lại có những nhân viên thế này thì dù đồ uống có ngon mình cũng ko bao giờ ghé lại nữa.",3.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2018-12-19 17:35:00,Nhân viên pha chế không đúng,"Mình có order trà vải vị lài size lớn qua Now nhưng khi giao tới thì trà không hề có vị lài, còn đắng không uống nổi, miếng vải cũng bị trà làm cho đắng luôn. Cuối cùng nguyên ly size lớn mình không uống được gì. Mình rất là bực mình luôn và tiếc tiền nữa vì ly trà có phải là rẻ đâu.",4.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2018-12-05 13:00:00,Nên xem lại thái độ phục vụ của nhân viên,"Hoàn toàn không hài lòng với thái độ của nhân viên order phúc long kha vạn cân ngày 12/5/2018. chuyện là mình order trà đào sữa size lớn nhưng bạn ấy không tập trung mà nhầm thành size nhỏ sau đó mình đưa thẻ cho bạn ấy bạn ấy nói "" chờ em 1 chút máy có vấn đề"" sau đó mình đưa tiền bạn ấy nhận, mình lại tiếp tục đưa thẻ thì bạn ấy đã xuất hóa đơn bạn ấy còn nói lại với mình rằng "" chị muốn tích điểm thì lần sau đưa thẻ cho em trước"" nhưng rõ ràng mình đưa thì bạn ấy không nhận. mình đã từng thử rất nhiều coffee shop nhưng nhân viên trước khi xuất hóa đơn luộn hỏi khách hàng có thẻ thành viên hay không mình thật sự thất vọng về phong cách làm việc thiếu chuyên nghiệp của phúc long.",3.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Web,2018-11-19 08:55:00,"Quán sáng sủa, nhìn thoải mái","1 lần có cơ hội đc xuống Thủ Đức và ghé quán, đánh giá sơ thì quán mặt bằng rồng, không gia sáng sủa, thích hợp cho các gia đình trẻ có em nhỏ đi uống vào cuối tuần, còn đồ uống thì Phúc Long trước giờ khá ổn rồi, khuyến cáo cho các bạn hay bị say các đồ uống kích thích là nên chọn món nào ""nhẹ đô"" vì đa phần đồ uống ở Phúc Long đều khá nặng đô, theo quan điểm cá nhân của mình",7.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2018-11-07 13:34:00,Lần thứ 2 uống PL Kha Vạn Cân,"Mình order 2 lần, lần thứ 1 order 3 ly và có 1 ly trà nhãn ko bỏ vị, cực kỳ đắng và đúng hôm 31/10, thảm hoạ Halloween :))), mình có feedback với CSKH Now thì đến ngày 06/11 Now gọi cho mình, mình ko nghe máy thì Now nhắn tin nội dung xin lỗi và kêu mình gọi lại để được hỗ trợ, mình gọi lại ko ai bắt máy, thật sự kỳ lạ, nhưng thôi kệ vì chuyện qua rồi :v
Lần thứ 2 order 2 ly trà vải lớn trong ngày 07/11 rất ok, mình có chat CSKH dặn trước là làm nước cẩn thận, đúng vị mình hay uống bên q1 nha :D",8.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2018-11-07 09:08:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"Đọc review ở foody thấy mọi người chê dữ lắm nhưng mà vì mê Phúc Long nên vẫn đến đây thử.
Quán rộng dễ tìm, thoáng, thiết kế đẹp xài kiếng nên nhìn không gian rộng rãi dễ chịu. Lúc mình đến là buổi trưa tầm 11h mà quán khá đông đa phần mọi người vào đây để làm việc nên ở đây cũng yên tĩnh lắm không quá ồn ào.
Mình order 2 ly 
Cà phê sữa
Hồng trà sữa
Và 1 ổ bánh mì
Mọi thứ vẫn vậy, vẫn giống những quán Phúc Long khác. À có 1 điểm trừ là nhân viên hơi không thân thiện",7.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2018-11-01 21:41:00,Trà sữa đặc biệt và ô long,"Team order 2 trà sữa đặc biệt + 1 ô long
- topping ngon thơm béo, vị ngọt vừa phải
- trà ô long ok, 7/10
- trà sữa đặc biệt không thấy có options thêm whipping cream và thạch ca cao như trên sài gòn 
Có 30% giảm giá và thanh toán qua airpay được giảm thêm phí ship nữa.
Nhân viên now rất nhanh và chu đáo, 28 phút cho 1 đơn hàng.",8.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2018-10-25 20:40:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"Thấy quán mở gần nhà hoành tráng quá nên đi uống thử. Mình order trà sữa đào và vanilla latte. Đối với mình trà sữa đào hơi chua, vị không rõ ràng và không hề có miếng đào. Còn vanilla latte thì không khác gì cà phê bình thường. Cả 2 ly đều không có ấn tượng. Không gian quán rộng, trang trí khá ổn. Nv không thân thiện lẫn niềm nở. Chắc không quay lại.",6.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2018-10-24 14:24:00,"Phúc Long cơ sở mới, rộng & đẹp","Nghe tin Thủ Đức có Phúc Long, liền qua cửa hàng xem thế nào. Mình order 1 trà sữa Phúc Long & 1 Trà đào. Vị thức uống vẫn ngon như các cửa hàng khác của hệ thống. Không gian rộng rãi, mình đi trong ngày khá là đông nên hơi ồn. Nhìn chung oke, Phúc Long là 1 trong top quán trong danh sách của mình.",8.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2018-10-20 17:16:00,"đồ uống ngon, dịch vụ không tốt","+ Vị trí: dễ tìm
+ không gian: rộng rãi, chỗ gửi xe nhỏ, khi khách ngồi full bàn thì sẽ ko đủ chỗ gửi xe
+ đồ uống: . pl milk tea ngon, vừa uống
 . rose tea hình như ngâm trà từ sáng rồi bán từ từ hay sao mà uống rất gắt, vừa gắt vừa chát
+ nhân viên: không tốt, lúc mình đến là mới 6h30 mà đã hết chỗ gửi xe. Mình thấy bên hông chỗ bảo vệ ngồi có mấy cái xe dựng nên mình chỉ qua hỏi bảo vệ để ở đó đc ko thì bảo vệ lại gắt nói mình là để ở đó mất thì tự chịu trách nhiệm, nói hết chỗ để rồi về đi 0_0, đối xử với khách ko ra gì. Lúc có bảo vệ khác đến thì nói tụi mình chạy vào để xe ở nhà trong hẻm thì xe bạn mình đến sau thì bị nói trong đó hết chỗ lại kêu đi về trong khi mình vẫn đang ở đó và vẫn còn chỗ để xe?!?!!",6.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2018-10-18 21:55:00,Khen,"Trà vải + thêm (đào miếng) ở phúc long ngon tuyệt vời luôn, đi đâu vẫn phải quay về làm ly PL đầu tiên. Mình bị nghiện vị này, trà sữa ở PL vị trà rất đậm, khác những nơi khác, nó mang vẻ đặc trưng riêng biệt có ở đây nên hỏi sao PL lại nổi tiếng, nó đắt cũng vì chất lượng mà ra thôi nên mn hãy thử thưởng thức đi rồi sẽ ngây ngấy cho xem ahihi :))",9.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Android,2018-10-18 09:55:00,Dịch vụ và phục vụ quá tệ,Phúc long này là tệ nhất trong tất cả các quán..nhân viên làm món lâu và thường xuyên sai món..có khi mình đặt delivery thì cúp điện cancel đơn..thua,3.4
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,iPhone,2018-10-18 07:00:00,Phúc Long Coffee & Tea - Kha Vạn Cân,"Đọc thấy nhiều review chê về đặt hàng online nhưng mình đến trực tiếp cũng không thấy tệ lắm.

Quán rộng rãi, khách lúc nào cũng đông nhưng không gò bó. Mình uống trà sữa phúc long cũng được, cơ mà không ngon bằng quán mình hay đến (chắc do tuỳ người pha chế). Nhân viên rất thân thiện, nhất là bạn đứng ngay cửa chính. Chị tính tiền cho m cũng dễ thương.

mn nên đến trực tiếp cảm nhận và hi vọng quán fix vấn đề giao hàng online chắc sẽ đông khách hơn ;)",8.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Web,2018-10-17 14:21:00,Thất vọng toàn tập,"Order đến thì nhầm order, có ly thì trà chỉ bằng 2/5 chiều cao của ly, đối với 60k như vậy thì quá mắc

Chưa kể trà đào thì không có đào?

Thần linh ơi

Dù đã thấy review rất thấp nhưng mn vẫn cố gắng đặt thử xem vì thích trà Phúc Long. Lời như đồn là có thật.

Bye bye Phúc Long Thủ Đức, hẹn không ngày gặp lại. Dịch vụ quá kém so với số lượng và chất lượng của các quán trà/trà sữa rầm rộ ở Thủ Đức.

Hi vọng các bạn quản lý của hàng nhanh chóng nâng cao chất lượng dịch vụ!",3.6
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-kha-van-can,Web,2018-10-17 13:08:00,"Giao sai đơn, trà đào không có đào","Giao sai đơn, đặt món này giao món kia.

Trà đào không có đào. 

Giao hàng đỗ hết 1/3 nước trong ly.

Nhắn tin trên fanpage xin số điện thoại để feedback thì không cho, tỏ thái độ không tốt.",3.6
